label,count,mean_accuracy,std_accuracy,min_accuracy,max_accuracy,mean_macro_f1,std_macro_f1,min_macro_f1,max_macro_f1
bare_vision_only,10,0.9037500000000002,0.02019436802675439,0.8625,0.9375,0.9006000000000002,0.023457365580985438,0.8502,0.9372
